x_1,y_1,z_1,x_2,y_2,z_2
3.9251446058369392,-1.6616631020720556,-18.698887556021955,4.094022580124504,-1.5193544978195463,-17.735939038798207
3.556948569649705,-1.6747088539058148,-19.288479080289065,3.3486784777981757,-1.5296286247215913,-18.23175725287565
3.5153582667950705,-2.649269523860709,-19.52664767786949,3.346432505870752,-1.7710467136012678,-19.16332587863113
3.868740445588659,-1.9714638681462724,-20.178903411799617,3.8337128408481993,-2.563014644520286,-19.32204122816908
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
7.680011446516507,-1.6314300898858836,-22.483764404582846,6.886418769947863,-1.5732896818355522,-21.849412730556434
7.361194934974759,-1.5671570634521612,-21.384448754942962,6.5419886211061336,-1.4918293950494168,-20.896722411355817
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
10.74029952198109,-1.1896585619768738,-20.593866636489803,9.790667547532708,-1.2609562240133894,-20.615768845001913
11.115344976103023,-1.1149680487308455,-20.961457375278158,10.172243842010978,-1.2005857729145524,-21.17380526013267
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
11.573316173871536,-2.3604948779581187,-22.076908979261866,11.21709865463056,-1.5566917900031014,-22.427423959850234
NaN,NaN,NaN,NaN,NaN,NaN
9.567057945283242,-2.05821254273315,-21.44673067151195,8.59620870411622,-1.9897980077807744,-21.52350786789622
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
